Metric,Champions_Mean,Others_Mean,Difference,Pct_Difference,T_Statistic,P_Value,Cohens_D,Significant
W_PCT,0.6836666666666668,0.43892337164750955,0.2447432950191572,55.7599141053955,4.641077840845208,5.429698767766169e-06,1.7788467296767316,True
WINS,56.0,39.78927203065134,16.21072796934866,40.74145402022148,4.587888345870545,6.882979147869588e-06,1.882517403983545,True
Total_AST,2158.0,1871.6590038314175,286.3409961685825,15.29878015078721,3.297878017056433,0.0011058973011799228,1.0621374090999383,True
Avg_PTS,732.8044344544344,663.8574853332794,68.94694912115494,10.385805785791687,2.130318255026274,0.03405614871047112,0.7757815509212035,True
Total_PTS,9025.111111111111,8486.348659003832,538.7624521072794,6.348577860228074,1.7578560715528593,0.07991359026961983,0.6813928447299055,False
Avg_Degree,3309.9231694231694,2975.9251544541203,333.9980149690491,11.223333841886054,1.4586234926250148,0.14583972614814633,0.5643140031410306,False
Density,0.9787601287601286,0.9522489305779935,0.0265111981821351,2.7840617438177016,1.2143918700797833,0.2256670783300631,0.42171245309650274,False
Std_Degree,2234.7933187629155,2045.350170454624,189.44314830829148,9.262137654706997,1.114268303551166,0.26616238314179885,0.4656685937873623,False
Avg_Betweenness,0.09970615803949137,0.10625584475269538,-0.006549686713204009,-6.164071942064028,-1.0174105226916559,0.30987576670678724,-0.351492482184678,False
Max_Betweenness,0.6568169484836152,0.6075842847521347,0.0492326637314805,8.103017962613215,0.8901216317982354,0.37419891878909173,0.2634499316187419,False
Degree_Centralization,0.05682540695943959,0.07179438852763351,-0.014968981568193915,-20.849793243147946,-0.7768089364602733,0.43795658604699017,-0.2665163630250919,False
Star_Weighted_Degree,7752.111111111111,7286.509578544062,465.6015325670496,6.389911761566404,0.7666134196359473,0.4439861435016865,0.30957918493415754,False
Max_Degree,7752.111111111111,7286.509578544062,465.6015325670496,6.389911761566404,0.7666134196359473,0.4439861435016865,0.30957918493415754,False
Avg_Eigenvector,0.23905538970151083,0.23339572374093098,0.005659665960579846,2.4249227320300304,0.7321493911248396,0.46471716857825063,0.25821526245479887,False
Top2_Concentration,0.3481894693799296,0.3386800715421205,0.00950939783780913,2.807781926615803,0.6179706875562927,0.5371194415696137,0.2149551585878105,False
Max_Eigenvector,0.5180581744337001,0.5292820928782376,-0.011223918444537517,-2.120592892818613,-0.6046995816315056,0.5458902457179238,-0.21997485070057746,False
Gini_Coefficient,0.3583669585333036,0.35894609248665227,-0.0005791339533486872,-0.1613428772372617,-0.029081171932065733,0.976821496042479,-0.009101052840901016,False
