TEAM_ID,TEAM_ABBREVIATION,SEASON,Num_Players,Num_Edges,Total_Passes,Density,Gini_Coefficient,Degree_Centralization,Top2_Concentration,Star_Player_ID,Star_Player_Name,Star_Weighted_Degree,W_PCT,WINS,LOSSES,Avg_Weighted_Degree,Std_Weighted_Degree,Max_Weighted_Degree,Min_Weighted_Degree,Avg_Betweenness,Std_Betweenness,Max_Betweenness,Avg_Eigenvector,Std_Eigenvector,Max_Eigenvector,Avg_In_Degree,Std_In_Degree,Avg_Out_Degree,Std_Out_Degree,Roster_Size,Degree_Range,Degree_CV,Win_Category
1610612741,CHI,2015-16,14,174,23343,0.956043956043956,0.3573815337727431,0.0473372781065088,0.3200959602450413,201565,Derrick Rose,7833,0.419,41,40,3334.714285714286,2283.072236081205,7833,835,0.08478327228327225,0.1301393695927035,0.3621794871794871,0.2173382607085907,0.1614113536303835,0.5107830512773679,12.428571428571429,0.9376144618769907,12.428571428571429,0.9376144618769907,14,6998,0.6844327902598901,Below Avg (40-50%)
1610612753,ORL,2015-16,13,155,19660,0.9935897435897436,0.3309922529149385,0.0069444444444444,0.3201932858596134,203901,Elfrid Payton,7077,0.418,35,46,3024.6153846153848,1898.1002580853283,7077,879,0.12208624708624709,0.20680773971720984,0.7083333333333334,0.22762062319644813,0.16493813856604625,0.5312421508819926,11.923076923076923,0.2773500981126145,11.923076923076923,0.27735009811261446,13,6198,0.6273435373632641,Below Avg (40-50%)
1610612737,ATL,2015-16,13,149,24029,0.9551282051282052,0.4296603142997083,0.1388888888888889,0.3335344791710017,201952,Jeff Teague,8813,0.547,48,34,3696.769230769231,2936.9080440106327,8813,214,0.10168997668997666,0.17406286143143204,0.6439393939393939,0.21938034369268047,0.17662093175703011,0.5228651520702254,11.461538461538462,1.4500221041639685,11.461538461538462,1.1982893790305562,13,8599,0.7942377851956112,Above Avg (50-60%)
1610612766,CHA,2015-16,11,113,21151,1.0272727272727271,0.3915095353325224,0.08,0.4078766961372985,202689,Kemba Walker,10897,0.58,49,34,3845.6363636363635,3004.527426159638,10897,678,0.12424242424242425,0.20951550116895543,0.6555555555555556,0.23872338529633835,0.1931638160834518,0.6369442649359719,10.272727272727273,0.46709936649691397,10.272727272727273,0.46709936649691397,11,10219,0.7810791408729236,Above Avg (50-60%)
1610612757,POR,2015-16,11,93,21135,0.8454545454545455,0.3735595844893219,0.17,0.4363614856872486,203081,Damian Lillard,10174,0.531,44,38,3842.7272727272725,2931.092086267816,10174,0,0.09696969696969697,0.19864298324473512,0.6333333333333333,0.2605810609962918,0.1590825625738142,0.5557865830791646,8.454545454545455,2.8412545244534626,8.454545454545455,2.8412545244534626,11,10174,0.7625650516531297,Above Avg (50-60%)
1610612762,UTA,2015-16,13,157,28211,1.0064102564102564,0.2457306615259187,0.0833333333333333,0.2590301655382652,202330,Gordon Hayward,8044,0.494,40,42,4340.153846153846,1959.1588690963717,8044,1424,0.13228438228438227,0.21150287276538499,0.5378787878787878,0.2576133211148193,0.10695010448588818,0.4207097566355811,12.076923076923077,0.6405126152203485,12.076923076923077,0.6405126152203485,13,6620,0.45129911045012555,Below Avg (40-50%)
1610612756,PHX,2015-16,14,178,21569,0.978021978021978,0.2937880423623851,0.1065088757396449,0.2484120728823775,202688,Brandon Knight,6207,0.14,29,59,3081.285714285714,1698.8766618233096,6207,310,0.125,0.21264503471145854,0.6538461538461539,0.23452585585502095,0.13300281116074167,0.4820658501820022,12.714285714285714,1.266647387553302,12.714285714285714,1.266647387553302,14,5897,0.5511742970320341,Losing (<40%)
1610612740,NOP,2015-16,15,196,20130,0.9333333333333332,0.3113164431197218,0.1479591836734693,0.2799552906110283,201950,Jrue Holiday,6550,0.311,29,52,2684.0,1583.7927353575747,6550,388,0.10470085470085469,0.1561677216857586,0.5668498168498168,0.2148358309740398,0.14824773810498204,0.4996539691683421,13.066666666666666,1.9808608037440503,13.066666666666666,1.9444671200491876,15,6162,0.5898669405428584,Losing (<40%)
1610612748,MIA,2015-16,13,151,21432,0.967948717948718,0.371812817641485,0.125,0.3603023516237402,201609,Goran Dragic,9506,0.383,46,50,3297.230769230769,2434.9638995902365,9506,393,0.11596736596736595,0.25183715497618314,0.7803030303030303,0.22855247311069954,0.16353617628697592,0.5949190406249414,11.615384615384615,1.0439078454267836,11.615384615384615,1.0439078454267836,13,9113,0.7382636540493289,Losing (<40%)
1610612738,BOS,2015-16,10,92,22512,1.022222222222222,0.257276119402985,0.0987654320987654,0.3654495380241649,202738,Isaiah Thomas,10479,0.58,48,34,4502.4,2449.255451492691,10479,1372,0.10555555555555554,0.23057228854941259,0.7083333333333333,0.2895025408643762,0.1341155340786036,0.5761051544394592,9.2,0.4216370213557839,9.2,0.4216370213557839,10,9107,0.5438680666813277,Above Avg (50-60%)
1610612765,DET,2015-16,11,112,16074,1.018181818181818,0.3450801407128395,0.09,0.3724959562025631,202704,Reggie Jackson,7351,0.531,43,39,2922.5454545454545,1956.1913180277825,7351,489,0.11464646464646465,0.1563920510292652,0.4666666666666667,0.2544512838777813,0.1696466874013271,0.5809958309741609,10.181818181818182,0.6030226891555273,10.181818181818182,0.6030226891555271,11,6862,0.6691160949751425,Above Avg (50-60%)
